ID;SAFRA;CEP;IDADE;GENERO;RENDA;SCORE_F1;SCORE_F2;IND_BOM
1389;201905;37925000;37;M;2400.0;682.0;732.0;1
1390;201909;42801550;26;M;1500.0;2.0;503.0;0
1391;201908;81930165;32;M;5510.0;705.0;834.0;1
1392;201909;8430460;26;M;1500.0;202.0;517.0;0
1393;201908;25650061;38;M;6000.0;255.0;683.0;0
1394;201908;72450060;23;F;2094.0;468.0;635.0;0
1395;201905;88820000;33;M;2300.0;650.0;589.0;0
1396;201908;65130000;24;M;2294.64;549.0;698.0;1
1397;201908;65076360;24;F;1379.14;526.0;570.0;0
1398;201908;14810165;57;M;5000.0;445.0;631.0;1
1399;201905;4284000;25;F;2000.0;826.0;605.0;1
1400;201907;4284000;25;F;2000.0;485.0;668.0;0
1401;201907;60864465;27;M;4000.0;708.0;646.0;1
1402;201906;66620760;64;F;6000.0;758.0;653.0;1
1403;201908;88305050;30;F;4000.0;613.0;683.0;0
1404;201907;42739725;27;F;2500.0;317.0;698.0;1
1405;201908;15490000;65;F;2500.0;126.0;653.0;1
1406;201905;57081004;33;M;3500.0;2.0;495.0;0
1407;201908;30360730;37;F;3000.0;593.0;893.0;1
1408;201907;89265520;26;F;2162.16;878.0;702.0;1
1409;201906;39402612;37;F;2002.0;731.0;674.0;1
1410;201907;89295000;33;M;2615.0;199.0;528.0;0
1411;201909;23821730;35;M;9000.0;327.0;637.0;1
1412;201907;15785000;54;F;2000.0;786.0;606.0;1
1413;201907;29052210;36;M;4000.0;571.0;559.0;0
1414;201909;73368336;25;M;2000.0;766.0;576.0;1
1415;201907;36400000;39;M;4000.0;805.0;762.0;0
1416;201905;18125000;54;M;4000.0;738.0;603.0;0
1417;201905;60181090;25;M;2500.0;573.0;663.0;1
1418;201905;60181090;25;M;2500.0;573.0;663.0;1
1419;201907;6030230;54;F;6000.0;574.0;939.0;1
1420;201909;4606040;53;M;10000.0;478.0;733.0;1
1421;201906;30690580;37;F;3500.0;787.0;673.0;1
1422;201906;3222000;53;M;5700.0;781.0;713.0;1
1423;201907;51020050;26;M;1200.0;605.0;818.0;1
1424;201906;89560320;31;F;4000.0;725.0;880.0;1
1425;201909;6329250;67;F;7000.0;826.0;824.0;1
1426;201906;78600000;23;F;1283.0;842.0;703.0;1
1427;201906;22713375;33;M;6000.0;823.0;662.0;0
1428;201907;8773490;53;F;4200.0;727.0;845.0;1
1429;201908;74365560;35;F;3500.0;478.0;589.0;0
1430;201908;21210675;29;M;5000.0;345.0;734.0;1
1431;201907;60450665;25;M;4073.86;532.0;544.0;1
1432;201908;88495000;36;F;3000.0;713.0;714.0;1
1433;201908;18702150;51;F;1400.0;400.0;678.0;0
1434;201908;88708825;31;M;4800.0;439.0;577.0;0
1435;201909;45570000;25;F;6000.0;873.0;716.0;1
1436;201909;59140710;25;F;3000.0;584.0;721.0;1
1437;201907;29176339;30;M;3100.0;2.0;769.0;1
1438;201908;34300000;35;F;2000.0;912.0;742.0;1
1439;201908;18081040;54;M;5350.0;571.0;746.0;1
1440;201905;84602170;31;F;2900.0;2.0;601.0;0
1441;201906;58037462;32;M;8000.0;190.0;681.0;1
1442;201906;83415000;32;F;2800.0;685.0;626.0;1
1443;201908;73045151;21;F;2000.0;442.0;598.0;0
1444;201908;83221390;35;F;4000.0;524.0;639.0;0
1445;201908;72450150;22;F;2400.0;644.0;586.0;1
1446;201908;57071150;38;M;5000.0;652.0;592.0;0
1447;201909;35590000;35;M;2500.0;500.0;689.0;1
1448;201906;85810070;31;M;6000.0;844.0;745.0;1
1449;201908;40260215;24;M;3500.0;482.0;594.0;0
1450;201905;12040824;27;M;5975.72;647.0;604.0;1
1451;201905;24416350;27;M;3800.0;434.0;604.0;1
1452;201909;76374000;25;M;2500.0;839.0;574.0;0
1453;201907;8391223;34;M;4500.0;777.0;739.0;1
1454;201905;32310010;36;M;7500.0;607.0;837.0;0
1455;201905;79811010;24;M;4357.86;412.0;676.0;1
1456;201907;39600000;35;F;1700.0;378.0;669.0;1
1457;201909;83602321;33;M;2000.0;668.0;813.0;1
1458;201908;59500000;12;M;2173.94;506.0;624.0;0
1459;201905;30270240;36;M;3500.0;333.0;730.0;1
1460;201907;59010690;31;M;3400.0;350.0;497.0;0
1461;201908;23017250;27;F;3100.0;535.0;708.0;1
1462;201907;77815710;24;M;2500.0;820.0;678.0;1
1463;201908;3266180;80;M;2600.0;630.0;571.0;0
1464;201907;86810280;31;F;5000.0;731.0;755.0;1
1465;201905;21515650;24;M;3758.0;506.0;657.0;0
1466;201908;21221250;30;F;7000.0;722.0;679.0;0
1467;201906;36202198;36;F;1500.0;373.0;686.0;1
1468;201909;72430202;22;M;1500.0;120.0;663.0;0
1469;201905;20521050;30;F;4000.0;559.0;649.0;1
1470;201908;13060112;27;M;3000.0;749.0;720.0;1
1471;201909;60334120;26;M;7000.0;255.0;583.0;1
1472;201906;86082540;30;F;3000.0;924.0;827.0;1
1473;201908;88780000;34;M;2300.0;615.0;706.0;1
1474;201907;71680363;23;M;1700.0;745.0;598.0;1
1475;201906;72135190;31;M;3000.0;528.0;539.0;0
1476;201908;86047480;32;M;20000.0;753.0;764.0;1
1477;201905;59598000;33;M;7247.0;842.0;759.0;1
1478;201909;2067030;80;M;4500.0;805.0;750.0;1
1479;201906;5004000;55;F;15000.0;865.0;807.0;1
1480;201906;85950000;33;F;2200.0;755.0;733.0;0
1481;201907;89600000;31;M;4200.0;710.0;853.0;1
1482;201909;21211006;31;F;2300.0;571.0;545.0;0
1483;201907;5782450;54;M;5000.0;465.0;867.0;1
1484;201906;88502290;27;F;3000.0;772.0;785.0;1
1485;201908;75085703;69;M;17000.0;906.0;829.0;1
1486;201909;34535091;35;M;3000.0;665.0;592.0;0
1487;201906;57042280;30;M;4000.0;412.0;561.0;0
1488;201908;82640440;31;M;10000.0;789.0;740.0;1
1489;201908;2083070;58;F;5100.0;372.0;737.0;1
1490;201906;85580000;30;F;1900.0;638.0;610.0;1
1491;201908;56506700;34;M;5000.0;686.0;712.0;1
1492;201909;88440000;31;M;2000.0;649.0;661.0;1
1493;201908;88501101;32;M;3000.0;652.0;765.0;1
1494;201908;40391386;24;M;2500.0;707.0;591.0;1
1495;201905;41620440;23;M;2500.0;693.0;693.0;1
1496;201908;65054888;23;M;2500.0;763.0;663.0;1
1497;201906;59330000;33;M;1500.0;773.0;575.0;0
1498;201906;59330000;33;M;1500.0;761.0;575.0;0
1499;201908;54440350;34;F;4000.0;621.0;716.0;0
1500;201907;85877000;30;F;5000.0;585.0;613.0;1
1501;201908;31310400;34;M;2800.0;607.0;748.0;1
1502;201908;89216401;21;F;1500.0;512.0;674.0;1
1503;201908;60335195;23;M;2654.0;171.0;675.0;1
1504;201907;43805320;26;M;4500.0;361.0;659.0;1
1505;201907;58015750;32;F;5000.0;467.0;599.0;0
1506;201906;59151250;30;F;3100.0;381.0;673.0;0
1507;201907;55900000;32;M;2396.0;875.0;754.0;1
1508;201908;80020270;30;M;5000.0;758.0;779.0;1
1509;201909;89253430;35;F;2000.0;650.0;643.0;0
1510;201907;78587000;23;M;2800.0;342.0;689.0;1
1511;201905;56250000;33;F;4388.79;584.0;696.0;1
1512;201908;89930000;30;M;3000.0;686.0;591.0;0
1513;201909;89230408;33;F;1750.0;791.0;765.0;1
1514;201906;59200000;34;M;2500.0;447.0;765.0;0
1515;201907;38304100;34;M;2500.0;272.0;564.0;0
1516;201908;54330175;34;M;11000.0;369.0;654.0;0
1517;201908;57625000;33;M;5000.0;663.0;569.0;0
1518;201907;79823461;48;F;5000.0;842.0;708.0;1
1519;201906;19064290;55;M;2600.0;481.0;709.0;1
1520;201908;58056520;32;M;1700.0;308.0;550.0;0
1521;201907;83702500;29;F;3000.0;685.0;750.0;1
1522;201909;36420000;39;M;4300.0;526.0;488.0;0
1523;201907;45012238;24;M;1300.0;216.0;635.0;1
1524;201907;48180000;26;M;2300.0;510.0;649.0;1
1525;201907;83090260;31;F;1990.0;317.0;690.0;1
1526;201908;85740000;27;F;1300.0;331.0;519.0;0
1527;201908;60348660;24;M;9850.23;677.0;768.0;1
1528;201907;13332121;35;M;17853.0;730.0;734.0;1
1529;201908;49100000;24;M;2500.0;745.0;692.0;1
1530;201909;81750400;32;M;5000.0;649.0;744.0;1
1531;201909;1528020;50;M;5700.0;481.0;828.0;1
1532;201909;6144340;34;F;3000.0;668.0;695.0;0
1533;201907;41250480;25;F;18000.0;557.0;416.0;0
1534;201907;1229010;56;F;9000.0;529.0;683.0;0
1535;201908;59056215;32;F;16000.0;193.0;721.0;0
1536;201907;88034600;27;M;2000.0;521.0;692.0;0
1537;201909;83709124;32;M;4500.0;532.0;685.0;1
1538;201908;38041040;51;M;4000.0;215.0;577.0;0
1539;201909;57063140;32;F;5000.0;443.0;545.0;1
1540;201907;89302322;28;F;2500.0;170.0;546.0;1
1541;201909;9687100;55;M;4000.0;590.0;722.0;0
1542;201906;31365190;36;M;1500.0;89.0;676.0;0
1543;201908;83829320;25;M;3000.0;401.0;621.0;0
1544;201909;82840350;26;F;3600.0;657.0;744.0;0
1545;201909;35604000;34;F;1941.0;317.0;700.0;0
1546;201908;39900000;39;M;3000.0;562.0;735.0;1
1547;201905;35640000;34;M;2000.0;590.0;724.0;1
1548;201906;13385050;55;F;13000.0;741.0;809.0;1
1549;201907;88110065;31;M;3800.0;844.0;648.0;1
1550;201908;83535000;31;F;1450.0;671.0;710.0;1
1551;201908;36081680;36;F;1300.0;201.0;664.0;0
1552;201909;25908683;34;M;1239.0;335.0;695.0;1
1553;201906;85810080;30;M;6000.0;330.0;558.0;0
1554;201907;89120000;30;M;2700.0;831.0;746.0;1
1555;201909;8290500;55;F;5000.0;786.0;755.0;0
1556;201906;35053320;34;F;3000.0;730.0;740.0;1
1557;201909;4691110;58;F;1600.0;459.0;644.0;1
1558;201906;84900000;30;M;25000.0;742.0;727.0;0
1559;201906;88317525;31;F;4300.0;286.0;660.0;1
1560;201907;65765000;22;M;3000.0;363.0;569.0;1
1561;201909;78580000;21;M;1200.0;520.0;527.0;0
1562;201908;57690000;33;M;6700.0;459.0;645.0;0
1563;201909;45460000;25;M;1743.0;532.0;519.0;0
1564;201909;87053267;28;M;8450.0;831.0;535.0;0
1565;201908;37904036;38;M;7000.0;839.0;671.0;1
1566;201906;89560000;29;M;4500.0;845.0;810.0;1
1567;201909;57160000;30;M;2000.0;854.0;717.0;1
1568;201907;89217401;31;M;5200.0;700.0;824.0;1
1569;201909;53635150;33;M;3700.0;2.0;717.0;1
1570;201906;86300000;31;M;4000.0;680.0;719.0;1
1571;201905;89121000;29;M;2000.0;260.0;557.0;0
1572;201909;13084791;28;F;7000.0;453.0;688.0;1
1573;201905;53330201;31;F;3239.0;448.0;671.0;1
1574;201907;28950000;46;F;10000.0;395.0;568.0;1
1575;201906;6020020;54;M;4500.0;523.0;593.0;0
1576;201908;35182460;37;M;2300.0;730.0;589.0;1
1577;201908;59060157;23;F;1500.0;373.0;596.0;1
1578;201905;57073202;23;M;2000.0;216.0;523.0;1
1579;201907;83705220;31;F;2600.0;445.0;582.0;0
1580;201907;3164160;54;M;3300.0;654.0;794.0;1
1581;201908;82030520;30;M;3500.0;777.0;686.0;1
1582;201908;13175614;33;M;5100.0;320.0;814.0;1
1583;201909;32140700;34;M;2100.0;412.0;688.0;1
1584;201908;39900000;33;M;4200.0;646.0;505.0;0
1585;201908;85139400;24;F;2100.0;840.0;682.0;1
1586;201909;86460000;31;F;2000.0;506.0;668.0;1
1587;201905;9560550;53;F;10000.0;377.0;640.0;1
1588;201906;38407521;34;M;1400.0;489.0;692.0;0
1589;201908;7152730;29;M;1500.0;535.0;644.0;1
1590;201905;11442440;53;F;7500.0;621.0;800.0;1
1591;201907;82315010;32;M;3282.0;663.0;742.0;1
1592;201908;32015060;33;M;3500.0;372.0;565.0;0
1593;201906;4313210;51;M;4900.0;437.0;614.0;1
1594;201905;73802407;31;F;11494.0;630.0;684.0;1
1595;201909;89900000;30;F;1800.0;428.0;708.0;1
1596;201909;87020550;30;F;4100.0;856.0;626.0;1
1597;201905;81070190;30;F;2300.0;557.0;741.0;1
1598;201907;37250000;29;M;2865.0;791.0;822.0;1
1599;201909;39401858;35;F;11975.72;705.0;815.0;1
1600;201909;85817390;31;F;2500.0;691.0;601.0;0
1601;201907;35960000;34;M;3200.0;563.0;574.0;1
1602;201909;35547000;36;M;1450.0;705.0;758.0;1
1603;201909;64600046;24;M;3800.0;286.0;634.0;1
1604;201909;32141124;37;M;3200.0;391.0;541.0;0
1605;201905;3253050;53;M;2370.0;479.0;590.0;1
1606;201907;83609400;31;F;4615.0;484.0;738.0;1
1607;201908;23821650;54;M;5000.0;254.0;841.0;1
1608;201905;83025554;30;M;3500.0;478.0;643.0;0
1609;201906;36880036;30;F;3000.0;375.0;623.0;0
1610;201908;87502010;31;F;2100.0;826.0;761.0;1
1611;201907;7124620;54;M;4000.0;745.0;777.0;0
1612;201905;4385020;48;M;2800.0;699.0;567.0;0
1613;201905;35450000;34;M;1972.0;384.0;707.0;0
1614;201909;1302010;35;F;5000.0;320.0;659.0;1
1615;201908;82810210;35;M;7000.0;867.0;756.0;1
1616;201906;13467550;34;M;4980.0;652.0;642.0;1
1617;201905;36015350;33;M;5000.0;787.0;629.0;1
1618;201909;87209080;30;M;3580.0;921.0;537.0;0
1619;201907;2452060;32;F;7000.0;865.0;785.0;1
1620;201909;7155000;31;M;3000.0;258.0;630.0;1
1621;201907;65940000;25;M;1400.0;263.0;517.0;1
1622;201908;80060050;32;M;4000.0;299.0;663.0;0
1623;201905;76804376;60;F;5000.0;887.0;739.0;1
1624;201909;34006042;35;M;15000.0;306.0;793.0;1
1625;201908;65630020;24;M;4000.0;392.0;518.0;0
1626;201908;61890000;24;M;1055.0;445.0;567.0;0
1627;201906;4534001;33;M;7000.0;548.0;639.0;1
1628;201907;59151120;33;M;1600.0;436.0;609.0;0
1629;201908;85870260;25;M;2048.0;479.0;762.0;1
1630;201907;17014037;12;M;13800.0;753.0;695.0;1
1631;201905;12230088;24;M;2300.0;616.0;699.0;1
1632;201909;6283125;58;F;8000.0;668.0;672.0;1
1633;201906;6050300;48;M;5839.45;733.0;811.0;1
1634;201907;73930000;22;M;1500.0;132.0;465.0;0
1635;201906;6040470;50;F;3900.0;935.0;710.0;0
1636;201908;34650000;34;M;6000.0;814.0;716.0;1
1637;201909;32073240;34;M;2520.0;596.0;545.0;1
1638;201906;80250210;25;M;2000.0;479.0;781.0;1
1639;201909;87175000;36;F;2000.0;470.0;610.0;1
1640;201908;88904160;23;M;2500.0;831.0;643.0;1
1641;201907;38045020;35;F;2500.0;554.0;676.0;1
1642;201907;45260000;23;F;1146.2;873.0;671.0;1
1643;201907;13207290;54;M;2000.0;395.0;733.0;1
1644;201908;84265490;29;M;2500.0;423.0;835.0;1
1645;201908;83860000;29;M;4500.0;215.0;719.0;0
1646;201906;6865790;22;F;2500.0;372.0;521.0;0
1647;201907;86811220;28;F;2500.0;392.0;648.0;0
1648;201907;87710410;29;M;2100.0;288.0;594.0;0
1649;201907;58059192;31;M;2500.0;858.0;626.0;0
1650;201908;83750000;31;F;3200.0;837.0;744.0;1
1651;201906;38415300;35;M;3900.0;272.0;645.0;0
1652;201906;81550310;29;M;6000.0;811.0;717.0;1
1653;201907;58400800;33;F;7000.0;532.0;708.0;1
1654;201909;88306806;31;M;9000.0;523.0;809.0;1
1655;201909;35501136;34;M;1258.0;160.0;551.0;0
1656;201907;61932502;24;M;1960.0;688.0;618.0;1
1657;201909;38410264;35;M;14000.0;636.0;771.0;1
1658;201909;22780160;44;M;5000.0;414.0;834.0;1
1659;201909;87050430;30;M;2000.0;397.0;683.0;0
1660;201908;54800000;30;F;2400.0;721.0;765.0;1
1661;201908;89062220;27;F;2500.0;647.0;621.0;0
1662;201905;11440000;51;F;3000.0;300.0;625.0;1
1663;201907;85817700;28;M;2000.0;721.0;697.0;1
1664;201908;89201600;26;F;1500.0;801.0;780.0;0
1665;201909;89230403;26;F;1500.0;767.0;746.0;0
1666;201908;36900085;34;F;3000.0;498.0;627.0;1
1667;201906;85803130;29;M;2000.0;758.0;631.0;1
1668;201909;38408208;34;F;3500.0;819.0;732.0;1
1669;201906;83250000;30;F;1300.0;789.0;673.0;1
1670;201908;32280450;34;M;8000.0;457.0;679.0;0
1671;201908;88352140;30;F;4000.0;789.0;775.0;1
1672;201909;60833115;23;M;2100.0;661.0;770.0;1
1673;201905;53700000;33;M;2250.0;443.0;585.0;1
1674;201906;15070210;48;M;7000.0;839.0;697.0;1
1675;201905;3002000;33;M;3800.0;791.0;714.0;1
1676;201909;76980094;46;M;8000.0;422.0;514.0;0
1677;201906;20520055;42;F;8700.0;741.0;677.0;0
1678;201909;44220000;21;F;2991.0;397.0;581.0;1
1679;201906;83404350;30;F;2500.0;763.0;777.0;1
1680;201909;45810000;24;M;1800.0;489.0;639.0;0
1681;201909;88115170;29;F;2421.0;749.0;653.0;1
1682;201908;85070290;28;M;8900.0;823.0;784.0;1
1683;201907;86300000;27;F;2500.0;503.0;622.0;1
1684;201908;2633040;53;M;7112.53;822.0;705.0;1
1685;201905;20531080;41;F;12600.0;896.0;708.0;1
1686;201907;89900000;28;M;3000.0;605.0;748.0;1
1687;201908;87430000;31;F;3000.0;545.0;684.0;1
1688;201906;85813740;25;M;3775.0;615.0;650.0;1
1689;201905;4349160;54;M;4500.0;820.0;774.0;1
1690;201909;83605000;29;F;2200.0;696.0;772.0;1
1691;201908;35680441;35;M;2200.0;546.0;548.0;1
1692;201908;29101294;43;F;5000.0;442.0;750.0;0
1693;201905;6719429;70;M;5000.0;496.0;766.0;1
1694;201907;4575000;25;M;10500.0;2.0;704.0;1
1695;201908;2976100;52;M;2000.0;417.0;521.0;0
1696;201908;21351021;43;F;7000.0;529.0;540.0;1
1697;201908;12730440;51;F;7500.0;585.0;642.0;0
1698;201908;28950000;29;M;5000.0;736.0;873.0;1
1699;201908;12246022;43;F;5000.0;654.0;675.0;1
1700;201907;85911106;29;M;3000.0;685.0;687.0;1
1701;201909;35931180;36;F;2500.0;204.0;610.0;0
1702;201907;57820000;28;M;1975.0;556.0;572.0;0
1703;201909;1549020;52;F;10000.0;814.0;601.0;0
1704;201909;75903440;22;F;3000.0;594.0;670.0;1
1705;201906;21735120;43;M;7000.0;672.0;710.0;1
1706;201907;86602544;29;F;1500.0;2.0;602.0;0
1707;201909;62530000;21;F;2000.0;562.0;613.0;0
1708;201907;58052140;26;M;3700.0;792.0;656.0;1
1709;201909;87075520;30;F;2200.0;509.0;684.0;1
1710;201906;88302075;33;F;2236.0;176.0;537.0;0
1711;201907;12916087;54;F;8700.0;938.0;652.0;1
1712;201907;89566110;30;M;1810.0;582.0;623.0;1
1713;201907;88034001;30;M;3000.0;490.0;664.0;0
1714;201907;23093570;43;F;3500.0;236.0;595.0;0
1715;201909;12321800;48;M;6880.0;496.0;776.0;1
1716;201908;37542000;34;F;3500.0;783.0;627.0;1
1717;201906;89240000;29;F;2200.0;235.0;668.0;1
1718;201908;81210370;23;F;2000.0;496.0;687.0;1
1719;201909;37218000;24;M;1200.0;596.0;648.0;1
1720;201906;80510190;28;F;3450.0;521.0;586.0;0
1721;201907;88130400;30;M;4000.0;451.0;737.0;1
1722;201908;88130620;30;M;4000.0;380.0;737.0;1
1723;201909;30190110;33;F;3500.0;538.0;626.0;1
1724;201908;38402182;34;F;5000.0;663.0;763.0;1
1725;201905;88504100;29;F;7000.0;450.0;780.0;1
1726;201909;88111230;22;F;1500.0;526.0;518.0;0
1727;201905;32606482;30;F;6000.0;683.0;692.0;1
1728;201907;52030120;31;M;9500.0;847.0;700.0;1
1729;201906;86869698;28;M;3300.0;719.0;747.0;1
1730;201908;50761080;70;M;10000.0;456.0;763.0;1
1731;201908;55037260;31;F;3500.0;571.0;688.0;0
1732;201909;4857180;55;F;4500.0;668.0;741.0;1
1733;201908;89074000;26;F;1800.0;605.0;573.0;0
1734;201908;83709590;12;M;2500.0;820.0;764.0;1
1735;201908;13171105;68;M;8000.0;914.0;786.0;1
1736;201908;89202350;27;M;6000.0;769.0;745.0;1
1737;201908;36170000;35;M;1430.0;556.0;594.0;1
1738;201907;86805290;31;F;2000.0;478.0;643.0;1
1739;201909;27280000;42;M;3550.0;426.0;641.0;1
1740;201906;87053259;28;F;1500.0;616.0;596.0;1
1741;201905;28895118;43;F;10000.0;661.0;729.0;1
1742;201906;88045290;30;M;7500.0;685.0;704.0;0
1743;201908;54070120;31;M;6000.0;545.0;728.0;1
1744;201906;39404313;31;M;4800.0;892.0;776.0;1
1745;201908;37901604;33;M;2500.0;733.0;711.0;1
1746;201907;5711000;42;F;4000.0;758.0;706.0;1
1747;201908;89806290;21;F;2000.0;300.0;697.0;1
1748;201908;24370375;43;M;2500.0;517.0;602.0;0
1749;201909;23890082;42;F;4000.0;411.0;599.0;0
1750;201907;83830242;27;F;4235.0;898.0;647.0;0
1751;201909;27580000;41;M;1027.77;495.0;690.0;1
1752;201909;27580000;41;M;1027.77;629.0;690.0;0
1753;201907;4764070;30;F;4000.0;749.0;710.0;1
1754;201908;88501200;27;F;1886.56;886.0;827.0;1
1755;201907;89086790;21;F;1383.0;282.0;610.0;1
1756;201908;87500000;28;F;2000.0;559.0;645.0;1
1757;201909;11605503;28;F;5000.0;918.0;604.0;0
1758;201909;36402100;32;M;1900.0;341.0;706.0;1
1759;201907;58100001;30;M;2500.0;682.0;632.0;1
1760;201909;89562786;28;M;1700.0;884.0;778.0;1
1761;201909;5128010;56;M;6500.0;685.0;752.0;1
1762;201907;38400233;33;F;8000.0;716.0;612.0;0
1763;201907;53050120;30;F;3600.0;794.0;690.0;1
1764;201908;57081782;23;M;4599.0;602.0;703.0;1
1765;201906;83010060;25;M;3680.0;906.0;757.0;1
1766;201906;85887000;30;M;1300.0;889.0;687.0;1
1767;201908;51340795;22;F;1800.0;708.0;578.0;0
1768;201908;35510000;32;F;2380.0;593.0;665.0;1
1769;201906;4756040;56;M;3000.0;669.0;775.0;1
1770;201905;2851040;53;M;2000.0;749.0;759.0;1
1771;201906;2851040;53;M;2000.0;786.0;752.0;1
1772;201905;9070250;40;M;30000.0;758.0;741.0;0
1773;201909;26556000;41;F;10000.0;719.0;756.0;1
1774;201907;16200374;56;F;3600.0;246.0;587.0;0
1775;201908;88220000;22;F;1707.0;503.0;694.0;1
1776;201905;88345572;29;M;3500.0;243.0;578.0;0
1777;201906;4292000;32;M;3000.0;716.0;782.0;0
1778;201905;16202015;53;;3800.0;777.0;732.0;1
1779;201907;24346170;42;M;10000.0;345.0;741.0;0
1780;201908;4714001;29;M;6000.0;612.0;744.0;1
1781;201907;85814620;29;F;4000.0;937.0;762.0;1
1782;201906;18055040;53;M;6000.0;901.0;660.0;1
1783;201909;29360000;41;F;2000.0;685.0;603.0;1
1784;201906;58051830;28;M;4500.0;660.0;730.0;1
1785;201905;23950130;42;M;9500.0;557.0;702.0;1
1786;201905;21532185;40;F;3350.07;658.0;547.0;0
1787;201908;28970000;43;M;3000.0;545.0;624.0;1
1788;201907;85514000;27;F;2300.0;903.0;640.0;1
1789;201908;2317000;53;F;1500.0;738.0;585.0;1
1790;201908;23932160;42;F;3500.0;702.0;770.0;1
1791;201908;30575833;34;F;1900.0;714.0;765.0;1
1792;201909;35702336;32;F;3100.0;551.0;746.0;1
1793;201905;30575170;24;F;2600.0;650.0;682.0;1
1794;201909;39404516;34;F;3200.0;507.0;773.0;1
1795;201905;38610000;32;F;1980.0;636.0;576.0;0
1796;201906;65061050;33;M;9320.0;844.0;690.0;1
1797;201908;58400565;29;M;2350.0;766.0;602.0;1
1798;201908;35500112;33;F;1366.0;616.0;589.0;1
1799;201907;6540115;55;M;21750.0;738.0;738.0;0
1800;201907;58015030;29;F;4000.0;629.0;579.0;1
1801;201908;59162000;34;M;1500.0;433.0;795.0;0
1802;201909;12970000;71;M;7000.0;966.0;900.0;1
1803;201908;59062050;28;M;2300.0;492.0;697.0;1
1804;201905;57062651;29;M;3000.0;682.0;754.0;1
1805;201909;86086070;29;F;2000.0;546.0;683.0;0
1806;201908;83820536;26;M;3000.0;665.0;566.0;0
1807;201906;8290005;53;F;1375.0;761.0;667.0;1
1808;201908;21320120;38;F;3500.0;272.0;741.0;1
1809;201905;36050280;33;M;2054.0;786.0;844.0;1
1810;201906;5632091;54;F;5000.0;769.0;728.0;1
1811;201907;88330522;22;F;2026.0;517.0;669.0;0
1812;201909;22775033;41;F;22000.0;826.0;680.0;0
1813;201908;21941240;40;M;12000.0;742.0;781.0;1
1814;201908;57046350;30;F;1500.0;688.0;666.0;1
1815;201906;80330310;30;F;5000.0;895.0;827.0;1
1816;201906;13990000;52;F;2880.0;423.0;777.0;1
1817;201905;26196020;39;M;4000.0;504.0;658.0;1
1818;201905;85825000;29;M;1600.0;433.0;674.0;0
1819;201905;7124280;53;M;5000.0;587.0;842.0;1
1820;201905;87703626;29;F;5000.0;523.0;707.0;1
1821;201907;87703626;29;F;5000.0;747.0;758.0;1
1822;201908;3710020;23;F;3000.0;482.0;590.0;0
1823;201908;3710020;23;F;3000.0;327.0;590.0;0
1824;201907;30330100;34;F;2900.0;400.0;633.0;0
1825;201907;5409001;57;M;5000.0;520.0;719.0;1
1826;201905;38447005;53;M;6214.29;767.0;617.0;1
1827;201908;22790671;40;F;14900.0;811.0;708.0;1
1828;201908;37557189;30;M;5603.0;526.0;663.0;0
1829;201905;32400000;33;M;2500.0;487.0;687.0;1
1830;201906;89868000;28;F;3000.0;921.0;856.0;1
1831;201908;7152750;51;M;2000.0;699.0;645.0;0
1832;201906;88359340;27;M;1500.0;696.0;673.0;1
1833;201909;8900000;50;F;5000.0;468.0;720.0;1
1834;201909;26112450;46;F;2000.0;591.0;655.0;1
1835;201905;81910110;26;M;2400.0;587.0;792.0;1
1836;201906;13090757;49;F;3000.0;484.0;733.0;1
1837;201906;35960000;32;M;5000.0;622.0;818.0;1
1838;201908;35162060;33;M;4000.0;450.0;693.0;1
1839;201908;70853030;43;M;17186.56;815.0;850.0;1
1840;201909;69099312;53;M;6000.0;764.0;654.0;0
1841;201906;18900000;49;M;3000.0;627.0;653.0;1
1842;201908;55415000;29;M;2500.0;629.0;570.0;0
1843;201908;30285110;33;F;1940.0;683.0;730.0;1
1844;201909;88400000;28;F;1500.0;769.0;748.0;1
1845;201906;21941288;40;M;8500.0;635.0;765.0;1
1846;201909;38415198;31;M;8000.0;459.0;731.0;0
1847;201909;13408027;28;F;1800.0;229.0;742.0;1
1848;201905;37704001;25;F;3000.0;759.0;647.0;0
1849;201909;38050100;35;F;2200.0;347.0;686.0;1
1850;201907;38025120;32;F;7000.0;739.0;788.0;1
1851;201905;32415557;34;F;2850.0;454.0;480.0;1
1852;201909;29113210;42;M;4500.0;434.0;766.0;1
1853;201905;22780677;42;F;3500.0;749.0;621.0;0
1854;201907;31985000;31;F;3000.0;707.0;755.0;1
1855;201905;5054180;54;F;6000.0;330.0;676.0;1
1856;201907;5853310;22;M;2000.0;400.0;484.0;0
1857;201907;22710255;39;F;5000.0;132.0;635.0;0
1858;201907;31160440;32;F;4000.0;601.0;590.0;0
1859;201909;89230443;27;F;1500.0;538.0;558.0;1
1860;201906;89760000;27;F;1872.0;601.0;667.0;0
1861;201905;4606002;52;M;4000.0;542.0;698.0;1
1862;201908;56800000;33;F;1800.0;436.0;823.0;1
1863;201908;83403140;26;M;2800.0;823.0;707.0;1
1864;201909;37550577;33;F;3500.0;509.0;606.0;0
1865;201906;4561000;41;M;50800.0;361.0;725.0;1
1866;201909;32070400;35;M;2261.0;763.0;655.0;1
1867;201907;33400000;32;F;5000.0;587.0;631.0;1
1868;201909;20780000;40;F;6760.0;733.0;519.0;1
1869;201907;23050010;41;M;20000.0;803.0;748.0;1
